timestamp_sent,field,channel,reading
1668546475.29577,A,Y,0.030517578125
1668546475.29577,A,Z,-0.9185791015625
1668546475.29677,A,X,-0.032958984375
1668546475.29677,A,Y,0.03570556640625
1668546475.29677,A,Z,-0.91522216796875
1668546475.29777,A,X,-0.0274658203125
1668546475.29777,A,Y,0.03692626953125
1668546475.29777,A,Z,-0.91583251953125
1668546475.29877,A,X,-0.0311279296875
1668546475.29877,A,Y,0.03204345703125
1668546475.29877,A,Z,-0.9185791015625
1668546475.29977,A,X,-0.028076171875
1668546475.29977,A,Y,0.03753662109375
1668546475.29977,A,Z,-0.9271240234375
1668546475.30077,A,X,-0.02655029296875
1668546475.30077,A,Y,0.03814697265625
1668546475.30077,A,Z,-0.93017578125
1668546475.296403,B,X,0.00885009765625
1668546475.296403,B,Y,0.04180908203125
1668546475.296403,B,Z,-0.8734130859375
1668546475.297401,B,X,0.01068115234375
1668546475.297401,B,Y,0.03936767578125
1668546475.297401,B,Z,-0.8795166015625
1668546475.298399,B,X,0.01007080078125
1668546475.298399,B,Y,0.03936767578125
1668546475.298399,B,Z,-0.88104248046875
1668546475.299397,B,X,0.00640869140625
1668546475.299397,B,Y,0.0457763671875
1668546475.299397,B,Z,-0.88043212890625
1668546475.300395,B,X,0.00701904296875
1668546475.300395,B,Y,0.04486083984375
1668546475.300395,B,Z,-0.88043212890625
1668546475.301393,B,X,0.00885009765625
1668546475.301393,B,Y,0.04241943359375
1668546475.301393,B,Z,-0.88653564453125
1668546475.302391,B,X,0.00823974609375
1668546475.302391,B,Y,0.04791259765625
1668546475.302391,B,Z,-0.89324951171875
1668546475.297885,D,X,-0.00946044921875
1668546475.297885,D,Y,0.0091552734375
1668546475.297885,D,Z,-0.91888427734375
1668546475.298877,D,X,-0.003662109375
1668546475.298877,D,Y,0.00946044921875
1668546475.298877,D,Z,-0.926513671875
1668546475.299869,D,X,-0.00396728515625
1668546475.299869,D,Y,0.009765625
1668546475.299869,D,Z,-0.92376708984375
1668546475.300861,D,X,-0.0006103515625
1668546475.300861,D,Y,0.0079345703125
1668546475.300861,D,Z,-0.92193603515625
1668546475.301853,D,X,-0.00518798828125
1668546475.301853,D,Y,0.0103759765625
1668546475.301853,D,Z,-0.9283447265625
1668546475.302845,D,X,-0.0006103515625
1668546475.302845,D,Y,0.01373291015625
1668546475.302845,D,Z,-0.93048095703125
1668546475.303837,D,X,0.00030517578125
1668546475.303837,D,Y,0.01312255859375
1668546475.303837,D,Z,-0.93048095703125
1668546475.301768,A,X,-0.030517578125
1668546475.301768,A,Y,0.03326416015625
1668546475.301768,A,Z,-0.93780517578125
1668546475.302768,A,X,-0.0311279296875
1668546475.302768,A,Y,0.0347900390625
1668546475.302768,A,Z,-0.94818115234375
1668546475.303768,A,X,-0.0274658203125
1668546475.303768,A,Y,0.035400390625
1668546475.303768,A,Z,-0.95977783203125
1668546475.304768,A,X,-0.02960205078125
1668546475.304768,A,Y,0.03143310546875
1668546475.304768,A,Z,-0.95947265625
1668546475.305768,A,X,-0.02838134765625
1668546475.305768,A,Y,0.032958984375
1668546475.305768,A,Z,-0.96405029296875
1668546475.306768,A,X,-0.02349853515625
1668546475.306768,A,Y,0.03692626953125
1668546475.306768,A,Z,-0.96405029296875
1668546475.307768,A,X,-0.023193359375
1668546475.307768,A,Y,0.03753662109375
1668546475.307768,A,Z,-0.9625244140625
1668546475.303392,B,X,0.00701904296875
1668546475.303392,B,Y,0.045166015625
1668546475.303392,B,Z,-0.90087890625
1668546475.30439,B,X,0.00946044921875
1668546475.30439,B,Y,0.04150390625
1668546475.30439,B,Z,-0.90667724609375
1668546475.305388,B,X,0.0091552734375
1668546475.305388,B,Y,0.04608154296875
1668546475.305388,B,Z,-0.8978271484375
1668546475.306386,B,X,0.0042724609375
1668546475.306386,B,Y,0.04974365234375
1668546475.306386,B,Z,-0.9027099609375
1668546475.307384,B,X,0.00885009765625
1668546475.307384,B,Y,0.04638671875
1668546475.307384,B,Z,-0.904541015625
1668546475.308382,B,X,0.013427734375
1668546475.308382,B,Y,0.04486083984375
1668546475.308382,B,Z,-0.90118408203125
1668546475.30938,B,X,0.01617431640625
1668546475.30938,B,Y,0.05096435546875
1668546475.30938,B,Z,-0.89874267578125
1668546475.304834,D,X,-0.00213623046875
1668546475.304834,D,Y,0.010986328125
1668546475.304834,D,Z,-0.92987060546875
1668546475.305826,D,X,0.00213623046875
1668546475.305826,D,Y,0.0128173828125
1668546475.305826,D,Z,-0.92559814453125
1668546475.306818,D,X,0.00152587890625
1668546475.306818,D,Y,0.00946044921875
1668546475.306818,D,Z,-0.92376708984375
1668546475.30781,D,X,-0.0030517578125
1668546475.30781,D,Y,0.00701904296875
1668546475.30781,D,Z,-0.92864990234375
1668546475.308802,D,X,0.00335693359375
1668546475.308802,D,Y,0.00701904296875
1668546475.308802,D,Z,-0.92315673828125
1668546475.309794,D,X,0.00396728515625
1668546475.309794,D,Y,0.00640869140625
1668546475.309794,D,Z,-0.9173583984375
1668546475.310786,D,X,0.00457763671875
1668546475.310786,D,Y,0.00762939453125
1668546475.310786,D,Z,-0.9246826171875
1668546475.308774,A,X,-0.02044677734375
1668546475.308774,A,Y,0.03936767578125
1668546475.308774,A,Z,-0.95977783203125
1668546475.309774,A,X,-0.01800537109375
1668546475.309774,A,Y,0.03692626953125
1668546475.309774,A,Z,-0.9588623046875
1668546475.310774,A,X,-0.02349853515625
1668546475.310774,A,Y,0.03570556640625
1668546475.310774,A,Z,-0.95184326171875
1668546475.311774,A,X,-0.0225830078125
1668546475.311774,A,Y,0.03936767578125
1668546475.311774,A,Z,-0.94818115234375
